"trip_id","scooter_id","start_time_utc","end_time_utc","start_lat","start_lon","end_lat","end_lon","distance_miles"
"1bcd169434884f290bfb5dbaad15fc2fcff6e76f69fa0e1932103f1f2880e0d8","89118a5b9c8cf80e5b0f1799e61c140eed404bef159f1e076f91bc0efb6f68e1","2018-09-04T09:33:00Z","2018-09-04T10:27:00Z",39.76665,-86.16021,39.758495,-86.185028,6.69
"0c3cb040ecc4d11d8e0bd1b44ff6b75777a6b7338ea62968a0a1bf4916214c10","872ccf3550bc1d1ed5542ee004958a21d5f6d3039b081314966491fd7f6e4fd0","2018-09-04T09:57:00Z","2018-09-04T09:59:00Z",39.767559,-86.159926,39.768615,-86.158798,0.35
"25089f1a3f3d31b334104d2d8a9aabab2ca111de60bb7736cb92bcac95aa1670","68b8d9d5dc482c8c9dd2009606af6eea0fad33e068f8c5499f1380ba31e06583","2018-09-04T10:12:00Z","2018-09-04T10:15:00Z",39.777007,-86.146346,39.775085,-86.146225,0.35
"8101dedc142b739f19c0c91d28b94b2ae7f2dc08f73c34a59350d6a3c5fbeb28","fa979aa810d7094db412b497a091ee8d77815ddffbac0db5959f9671406a38d8","2018-09-04T10:21:00Z","2018-09-04T10:27:00Z",39.780555,-86.170685,39.778378,-86.178475,0.58
"2c308891a945fc93e2a6a66177ed463bfc822895090fc149f90c57f4ed6bc6de","3f097939c60c50fcbd35604b34edfc2dfe1f09ecbb6cfb651b7971f9fd811015","2018-09-04T10:42:00Z","2018-09-04T10:50:00Z",39.769585,-86.15609,39.764035,-86.15033,0.97
"ce609be79d36ee4edcc4dad049b48147ee82c4c0867c78997e25c015d7662427","b41d0d527eb5b441e7b0e6129cdc578220e9d7436ac6f31134da0d90ac714964","2018-09-04T10:59:00Z","2018-09-04T11:03:00Z",39.765589,-86.161867,39.766942,-86.1548,0.5
,"03339497b79f629664d248a6f31a84ff8c1af78caf03981c245556f611c550a0","2018-09-04T11:12:00Z","2018-09-04T11:15:00Z",39.753364,-86.14118,39.757243,-86.145317,0
"d04723a1a7c4d7d75701745be887f7a72c3fe2ae73f115006d8d10c47f6dcd60","60dfa93711b4f61e8ddc94444f462832b989afd1eb8fd06f571ca33e6a26a91b","2018-09-04T11:14:00Z","2018-09-04T11:22:00Z",39.766942,-86.15583,39.776962,-86.15036,1.02
"835632a4d95e5bb36d9ed01173cf0a8228492ce09ee4593635b259b63be0aa13","1a4ecb9d48d0cae1e036895d8ea2feeb361f296d923cc70e3bc26db87bffbede","2018-09-04T11:18:00Z","2018-09-04T11:18:00Z",39.869487,-86.140831,39.869637,-86.140672,0
